timestamp,device_id,device_type,location,power_watts,energy_kwh,operational_status,room_temp,outdoor_temp,humidity,light_level,motion_detected,door_status,user_id,user_presence,wifi_signal,weather_condition,electricity_price,anomaly_score,hour_of_day,day_of_week,is_weekend,month,season
20-01-2023 23:27,D004,refrigerator,living_room,36,0.123216086,1,18.24219735,15.48735262,52,21,1,1,U003,0,-66,rainy,0.150081375,0.069700757,23,4,FALSE,1,1
20-01-2023 23:28,D003,coffee_maker,bathroom,127,0.068665799,1,18.40236069,18.64584781,54,49,0,1,U003,0,-47,cloudy,0.156812593,0.053895464,23,4,FALSE,1,1
20-01-2023 23:29,D002,light,bedroom,96,0.066135733,1,20.15699126,17.88131833,69,50,1,1,U005,0,-20,cloudy,0.164842347,0.078046751,23,4,FALSE,1,1
20-01-2023 23:30,D002,refrigerator,bathroom,1,0.320293325,1,19.74366991,18.32184749,74,41,1,1,U001,1,-47,cloudy,0.182279654,0.008838294,23,4,FALSE,1,1
20-01-2023 23:31,D003,light,bedroom,27,0.372923714,1,22.98934684,15.35986685,79,9,0,1,U003,1,-33,clear,0.194951237,0.002320633,23,4,FALSE,1,1
20-01-2023 23:32,D003,refrigerator,bathroom,78,0.005151355,1,20.24933577,11.03261291,40,71,0,1,U002,0,-58,rainy,0.160989204,0.039961761,23,4,FALSE,1,1
20-01-2023 23:33,D001,oven,bathroom,38,0.670880127,1,20.803993,19.23196531,36,96,1,1,U002,1,-21,clear,0.158848697,0.008033658,23,4,FALSE,1,1
20-01-2023 23:34,D001,coffee_maker,bathroom,11,0.642958895,1,21.64677497,19.65232044,78,88,1,0,U002,0,-76,rainy,0.121428708,0.037695977,23,4,FALSE,1,1
20-01-2023 23:35,D004,refrigerator,kitchen,53,0.987730086,0,19.80537672,15.4736295,70,39,0,0,U004,1,-30,rainy,0.130588737,0.059822707,23,4,FALSE,1,1
20-01-2023 23:36,D002,coffee_maker,bathroom,77,0.89278819,1,24.70710259,13.8334453,63,4,1,0,U003,1,-23,cloudy,0.13555511,0.091464134,23,4,FALSE,1,1
20-01-2023 23:37,D004,refrigerator,kitchen,141,0.60991085,1,24.83183007,16.17147369,58,60,0,1,U001,1,-86,clear,0.123220689,0.097552603,23,4,FALSE,1,1
20-01-2023 23:38,D002,coffee_maker,bathroom,93,0.589083363,1,23.22441948,10.05952298,78,64,1,1,U004,0,-96,cloudy,0.183244452,0.098653377,23,4,FALSE,1,1
20-01-2023 23:39,D001,oven,kitchen,127,0.109363548,0,20.57420832,12.42034519,53,35,1,1,U005,1,-6,rainy,0.152808514,0.019518681,23,4,FALSE,1,1
20-01-2023 23:40,D001,coffee_maker,bathroom,132,0.573002776,1,23.26428618,14.64446184,77,91,0,0,U002,0,-31,rainy,0.13804753,0.092555984,23,4,FALSE,1,1
20-01-2023 23:41,D002,coffee_maker,bedroom,9,0.217018821,0,24.02029269,14.40050155,34,15,1,0,U004,1,-99,rainy,0.12247331,0.017128245,23,4,FALSE,1,1
20-01-2023 23:42,D001,refrigerator,kitchen,88,0.435474772,1,23.76763583,11.53384775,74,66,0,1,U001,0,-74,cloudy,0.18319323,0.077219445,23,4,FALSE,1,1
20-01-2023 23:43,D002,refrigerator,living_room,120,0.781540083,1,24.92273911,19.83341275,54,60,1,1,U003,0,-54,rainy,0.17284971,0.032583536,23,4,FALSE,1,1
20-01-2023 23:44,D001,light,living_room,83,0.137697507,1,18.4783797,19.34302414,77,15,0,1,U005,1,-65,rainy,0.190208856,0.019881467,23,4,FALSE,1,1
20-01-2023 23:45,D001,coffee_maker,living_room,110,0.411641041,0,24.17925965,13.36136295,54,91,0,0,U002,0,-75,clear,0.166080001,0.083912808,23,4,FALSE,1,1
20-01-2023 23:46,D002,refrigerator,bedroom,46,0.888080209,0,22.87970411,18.29173044,73,39,1,0,U005,0,-13,clear,0.152074936,0.024943742,23,4,FALSE,1,1
20-01-2023 23:47,D004,oven,bathroom,70,0.550640888,0,19.17055033,12.10966937,60,13,1,0,U003,0,-43,cloudy,0.159746524,0.022736304,23,4,FALSE,1,1
20-01-2023 23:48,D004,light,kitchen,115,0.936250882,1,23.53693692,19.08266382,31,33,0,0,U002,1,-10,clear,0.154037535,0.07220438,23,4,FALSE,1,1
20-01-2023 23:49,D002,oven,bedroom,124,0.483225263,1,20.13920107,19.11188991,36,45,0,0,U001,0,-50,clear,0.182823179,0.097066427,23,4,FALSE,1,1
20-01-2023 23:50,D002,refrigerator,kitchen,136,0.656993964,0,24.01190997,19.8029403,55,12,1,0,U001,0,-15,clear,0.198343708,0.032778505,23,4,FALSE,1,1
20-01-2023 23:51,D004,light,living_room,86,0.369214971,1,18.50435134,17.80464987,57,51,1,0,U003,1,-95,rainy,0.13666228,0.045413295,23,4,FALSE,1,1
20-01-2023 23:52,D003,oven,kitchen,143,0.1364563,1,23.81094186,16.72279617,52,65,0,0,U003,1,-72,cloudy,0.132895322,0.013109996,23,4,FALSE,1,1
20-01-2023 23:53,D004,oven,kitchen,69,0.592941198,0,23.57745354,18.71965968,57,97,1,1,U003,0,-88,rainy,0.167524946,0.00518708,23,4,FALSE,1,1
20-01-2023 23:54,D004,refrigerator,kitchen,20,0.611797514,1,22.19991606,10.77683387,76,95,1,1,U003,0,-45,cloudy,0.145735117,0.040215473,23,4,FALSE,1,1
20-01-2023 23:55,D004,oven,living_room,40,0.955384346,0,22.10534188,12.61964815,42,57,0,0,U002,0,-11,rainy,0.106907842,0.031271014,23,4,FALSE,1,1
20-01-2023 23:56,D001,coffee_maker,bathroom,136,0.258011535,0,22.9940085,17.50229578,37,50,0,1,U002,0,-53,clear,0.123385953,0.002241801,23,4,FALSE,1,1
20-01-2023 23:57,D002,coffee_maker,bathroom,104,0.062336503,1,18.52943024,17.45349011,48,7,1,0,U005,0,-68,cloudy,0.152560763,0.045708592,23,4,FALSE,1,1
20-01-2023 23:58,D001,light,kitchen,19,0.413526059,0,23.27065393,14.0093956,76,23,1,1,U004,0,-23,clear,0.191870559,0.032699917,23,4,FALSE,1,1
20-01-2023 23:59,D003,coffee_maker,bedroom,127,0.517226278,0,19.80412328,19.42602666,38,13,1,0,U002,1,-93,rainy,0.103140802,0.031615757,23,4,FALSE,1,1
21-01-2023 00:00,D004,light,bathroom,148,0.265251103,0,20.06469822,13.95835032,70,13,0,0,U002,1,-55,clear,0.195481865,0.045909901,0,5,TRUE,1,1
21-01-2023 00:01,D003,refrigerator,bathroom,36,0.076659128,0,20.13217961,13.38752584,55,6,1,0,U001,1,-23,rainy,0.153155869,0.041457737,0,5,TRUE,1,1
21-01-2023 00:02,D004,light,bedroom,11,0.442962815,1,24.8470473,17.51535053,48,49,0,1,U001,0,-87,rainy,0.18351935,0.038405777,0,5,TRUE,1,1
21-01-2023 00:03,D001,light,kitchen,47,0.643894657,1,22.57259948,19.72474482,64,66,0,0,U005,0,-46,clear,0.155027715,0.036371076,0,5,TRUE,1,1
21-01-2023 00:04,D002,coffee_maker,kitchen,113,0.977313732,1,19.06947201,17.38895619,58,72,1,1,U001,0,-17,rainy,0.164642738,0.067563502,0,5,TRUE,1,1
21-01-2023 00:05,D004,light,living_room,35,0.609274282,0,22.19748165,15.02181423,73,99,1,1,U005,1,-83,rainy,0.133288626,0.057340192,0,5,TRUE,1,1
21-01-2023 00:06,D003,oven,living_room,124,0.258618325,1,19.39170814,16.54420957,68,32,0,0,U005,1,-75,cloudy,0.138965907,0.014355808,0,5,TRUE,1,1
21-01-2023 00:07,D001,oven,bathroom,138,0.061782926,1,22.29062976,17.81295684,61,25,1,1,U005,1,-83,cloudy,0.195090276,0.007133666,0,5,TRUE,1,1
21-01-2023 00:08,D002,refrigerator,kitchen,14,0.931751383,1,18.65111836,15.26305807,62,35,1,0,U002,1,-89,cloudy,0.121451808,0.02157978,0,5,TRUE,1,1
21-01-2023 00:09,D004,oven,kitchen,102,0.613586135,0,24.90658312,13.55096985,43,37,1,0,U003,1,-69,rainy,0.178552095,0.035390962,0,5,TRUE,1,1
21-01-2023 00:10,D002,light,kitchen,29,0.784056141,0,24.58493509,16.20133172,63,9,1,0,U002,1,-88,rainy,0.105498019,0.06009034,0,5,TRUE,1,1
21-01-2023 00:11,D004,refrigerator,kitchen,68,0.361886779,1,21.94957695,14.98477376,75,87,1,1,U001,1,-50,clear,0.137150231,0.067315381,0,5,TRUE,1,1
21-01-2023 00:12,D001,coffee_maker,bathroom,105,0.329033499,0,22.43911007,16.34851823,67,79,0,0,U003,1,-10,cloudy,0.108969448,0.024324942,0,5,TRUE,1,1
21-01-2023 00:13,D004,light,bathroom,47,0.963481278,1,24.70620808,11.30726967,79,66,0,0,U005,0,-68,clear,0.108600022,0.017465279,0,5,TRUE,1,1
21-01-2023 00:14,D004,coffee_maker,living_room,102,0.424776505,0,20.85336254,17.80888626,50,81,1,1,U005,0,-56,clear,0.198128292,0.0380883,0,5,TRUE,1,1
21-01-2023 00:15,D004,light,kitchen,98,0.807056925,0,22.27076299,17.98400515,47,46,1,1,U004,0,-72,rainy,0.145385408,0.008644049,0,5,TRUE,1,1
21-01-2023 00:16,D002,light,living_room,141,0.975637976,0,18.17031354,15.27898148,76,52,0,0,U005,0,-8,rainy,0.19455177,0.008385642,0,5,TRUE,1,1
21-01-2023 00:17,D004,oven,kitchen,57,0.972680763,0,20.59218258,17.8844787,47,80,1,0,U004,1,-14,clear,0.196970375,0.003195591,0,5,TRUE,1,1
21-01-2023 00:18,D003,refrigerator,bathroom,18,0.185518191,1,22.86496284,12.96898724,57,93,1,0,U003,1,-79,rainy,0.190334228,0.02890875,0,5,TRUE,1,1
21-01-2023 00:19,D001,oven,living_room,39,0.80284105,1,22.94510552,12.89687905,67,28,0,1,U005,1,-4,clear,0.195707543,0.041470083,0,5,TRUE,1,1
21-01-2023 00:20,D001,coffee_maker,living_room,89,0.718996614,1,24.89336006,19.62341857,71,28,1,0,U002,0,-94,clear,0.152603994,0.017159051,0,5,TRUE,1,1
21-01-2023 00:21,D004,oven,kitchen,133,0.054589226,1,23.83745494,16.40133291,38,16,0,0,U002,0,-11,cloudy,0.108979642,0.096335121,0,5,TRUE,1,1
21-01-2023 00:22,D002,refrigerator,living_room,15,0.808534023,1,20.47725688,13.04670608,55,42,1,1,U005,1,-48,rainy,0.129043382,0.079732927,0,5,TRUE,1,1
21-01-2023 00:23,D003,coffee_maker,bedroom,60,0.475910607,1,23.49716581,10.80894908,55,8,0,1,U003,0,-21,clear,0.164002899,0.03036394,0,5,TRUE,1,1
21-01-2023 00:24,D004,oven,living_room,42,0.140278593,1,24.06668911,11.71667508,39,3,0,0,U004,0,-10,rainy,0.121706762,0.055430767,0,5,TRUE,1,1
21-01-2023 00:25,D004,coffee_maker,bedroom,76,0.315403146,1,19.48005585,10.40231387,42,4,0,0,U004,0,-23,rainy,0.10924712,0.04074018,0,5,TRUE,1,1
21-01-2023 00:26,D002,oven,living_room,31,0.371974338,0,20.09438801,17.9326449,52,82,1,1,U005,0,-79,rainy,0.168369257,0.035979156,0,5,TRUE,1,1
21-01-2023 00:27,D004,coffee_maker,bedroom,28,0.541581759,1,24.10329099,18.48198491,50,70,0,0,U001,1,-5,cloudy,0.1636263,0.018914573,0,5,TRUE,1,1
21-01-2023 00:28,D002,coffee_maker,bedroom,119,0.01672172,0,21.32564177,15.91794065,72,64,0,0,U005,0,-68,cloudy,0.131775299,0.046849335,0,5,TRUE,1,1
21-01-2023 00:29,D004,light,bedroom,51,0.069216055,1,20.5306578,11.70794471,43,85,1,0,U005,0,-65,cloudy,0.132744592,0.08616509,0,5,TRUE,1,1
21-01-2023 00:30,D003,coffee_maker,bedroom,92,0.928744832,1,24.12582299,10.59071714,63,73,1,1,U001,1,-70,rainy,0.107114508,0.005948395,0,5,TRUE,1,1
21-01-2023 00:31,D004,coffee_maker,living_room,3,0.288187928,1,24.8790216,18.06067142,40,92,0,1,U001,1,-1,rainy,0.134121247,0.02941894,0,5,TRUE,1,1
21-01-2023 00:32,D001,light,living_room,121,0.528295069,0,22.85990664,17.61277428,63,85,0,1,U002,0,-14,cloudy,0.109034769,0.033408736,0,5,TRUE,1,1
21-01-2023 00:33,D001,refrigerator,kitchen,8,0.093868295,0,21.22481731,16.69736899,79,5,1,0,U002,0,-70,rainy,0.113502728,0.033136466,0,5,TRUE,1,1
21-01-2023 00:34,D001,light,kitchen,37,0.546628638,0,19.9367506,19.13625701,30,80,0,0,U002,1,-85,rainy,0.141365845,0.065763208,0,5,TRUE,1,1
21-01-2023 00:35,D002,coffee_maker,living_room,97,0.187649736,1,19.6412835,17.4669661,47,53,0,1,U005,0,-5,cloudy,0.130025178,0.038034105,0,5,TRUE,1,1
21-01-2023 00:36,D001,refrigerator,living_room,7,0.244722107,0,20.81569662,16.96036357,62,18,1,1,U004,0,-26,clear,0.132027989,0.090362175,0,5,TRUE,1,1
21-01-2023 00:37,D002,light,bathroom,86,0.452198591,1,19.84511545,11.84122339,76,46,1,0,U005,1,-24,cloudy,0.183487853,0.003572254,0,5,TRUE,1,1
21-01-2023 00:38,D001,refrigerator,kitchen,49,0.46412217,0,21.23239518,18.39447047,54,79,1,1,U002,0,-19,rainy,0.101375232,0.041253141,0,5,TRUE,1,1
21-01-2023 00:39,D004,coffee_maker,living_room,18,0.460042207,0,24.04290016,12.85505793,59,51,1,1,U002,0,-5,cloudy,0.165694404,0.05571087,0,5,TRUE,1,1
21-01-2023 00:40,D004,oven,kitchen,101,0.994191879,1,20.69027582,19.32000864,58,33,0,0,U004,0,-92,rainy,0.177074588,0.065132077,0,5,TRUE,1,1
21-01-2023 00:41,D004,oven,living_room,26,0.686195596,0,20.32807172,11.75680279,43,42,1,0,U002,1,-49,rainy,0.108966337,0.039452379,0,5,TRUE,1,1
21-01-2023 00:42,D001,refrigerator,living_room,4,0.673956348,1,23.39737695,16.72262719,36,63,0,1,U005,0,-71,rainy,0.114231143,0.08828511,0,5,TRUE,1,1
21-01-2023 00:43,D002,oven,bedroom,13,0.979820579,1,24.08080905,15.57939145,70,59,1,0,U004,0,-93,cloudy,0.14823899,0.029175128,0,5,TRUE,1,1
21-01-2023 00:44,D001,oven,bathroom,103,0.758243643,0,24.96153064,14.41629015,74,30,1,0,U004,0,-30,clear,0.136997227,0.00840495,0,5,TRUE,1,1
21-01-2023 00:45,D004,refrigerator,kitchen,61,0.673276599,0,22.29282256,10.75952805,47,63,0,0,U002,0,-99,clear,0.122273019,0.063861015,0,5,TRUE,1,1
21-01-2023 00:46,D002,light,bathroom,119,0.504103933,1,22.65682349,15.97540887,43,73,1,0,U002,0,-86,clear,0.19619899,0.03395651,0,5,TRUE,1,1
21-01-2023 00:47,D004,refrigerator,bathroom,1,0.237856222,0,19.39077331,10.62225728,53,58,1,0,U002,1,-62,cloudy,0.168875161,0.072888164,0,5,TRUE,1,1
21-01-2023 00:48,D001,light,bathroom,144,0.736596475,0,19.30347984,18.93044988,48,45,1,1,U003,1,-15,cloudy,0.101094232,0.030266978,0,5,TRUE,1,1
21-01-2023 00:49,D001,refrigerator,kitchen,16,0.293691773,0,23.60068387,17.32633608,73,78,0,1,U001,0,-60,cloudy,0.168181267,0.03815145,0,5,TRUE,1,1
21-01-2023 00:50,D002,coffee_maker,living_room,61,0.056244571,1,24.15288448,15.40089241,39,3,0,0,U001,0,-33,clear,0.117726109,0.094340096,0,5,TRUE,1,1
21-01-2023 00:51,D003,oven,kitchen,24,0.247431492,1,20.48179917,12.12871863,63,28,0,1,U004,1,-74,rainy,0.190135741,0.076781819,0,5,TRUE,1,1
21-01-2023 00:52,D001,coffee_maker,kitchen,47,0.076570504,0,24.84363162,13.19751602,69,28,0,0,U002,0,-46,clear,0.127392566,0.04991844,0,5,TRUE,1,1
21-01-2023 00:53,D002,light,bedroom,16,0.566299795,1,18.97196524,12.85868748,66,93,0,0,U005,1,-37,rainy,0.159125078,0.076644741,0,5,TRUE,1,1
21-01-2023 00:54,D001,oven,kitchen,31,0.941911398,0,24.1392728,16.66805377,50,99,1,1,U005,0,-53,rainy,0.106321595,0.096590907,0,5,TRUE,1,1
21-01-2023 00:55,D003,refrigerator,living_room,120,0.437602553,0,23.73694555,15.39378828,67,10,0,1,U001,1,-2,rainy,0.17080023,0.032772196,0,5,TRUE,1,1
21-01-2023 00:56,D003,light,bedroom,46,0.366348508,0,22.01028812,11.67393119,63,65,0,0,U005,0,-10,cloudy,0.131604154,0.040223002,0,5,TRUE,1,1
21-01-2023 00:57,D003,coffee_maker,living_room,7,0.657167028,1,22.92002626,19.72114826,50,94,0,0,U003,0,-42,cloudy,0.145818482,0.064577689,0,5,TRUE,1,1
21-01-2023 00:58,D001,refrigerator,bedroom,141,0.202563403,1,19.44260622,19.38455171,78,57,1,1,U003,0,-9,cloudy,0.179105803,0.075299096,0,5,TRUE,1,1
21-01-2023 00:59,D001,refrigerator,bathroom,40,0.466124147,1,21.48445573,19.66522573,67,52,1,0,U003,0,-60,rainy,0.14961748,0.080465068,0,5,TRUE,1,1
21-01-2023 01:00,D002,oven,living_room,87,0.10218689,0,23.62154283,19.34093196,45,39,0,0,U003,1,-48,clear,0.185765242,0.010000923,1,5,TRUE,1,1
21-01-2023 01:01,D004,light,bedroom,52,0.532326348,1,19.0369526,16.0410838,45,74,0,0,U003,1,-76,rainy,0.139812256,0.006364214,1,5,TRUE,1,1
21-01-2023 01:02,D003,oven,bathroom,130,0.484378265,0,24.39252637,10.05231531,51,73,1,1,U001,1,-25,cloudy,0.126589095,0.007245974,1,5,TRUE,1,1
21-01-2023 01:03,D002,coffee_maker,kitchen,124,0.321789121,1,19.02012552,16.88662426,61,14,1,0,U004,1,-51,clear,0.11204248,0.012363362,1,5,TRUE,1,1
21-01-2023 01:04,D004,coffee_maker,living_room,18,0.857080061,1,22.41831927,19.25587316,69,18,1,0,U005,1,-71,cloudy,0.155939526,0.071765524,1,5,TRUE,1,1
21-01-2023 01:05,D001,light,kitchen,27,0.976316112,0,22.01246107,17.30619929,53,72,1,1,U004,1,-7,clear,0.165602381,0.06730017,1,5,TRUE,1,1
21-01-2023 01:06,D001,light,bedroom,13,0.21370389,1,19.5932196,13.027838,56,75,0,1,U004,0,-99,clear,0.192141165,0.045403427,1,5,TRUE,1,1
21-01-2023 01:07,D001,light,bedroom,145,0.63844994,1,22.2445488,19.67648545,73,6,1,0,U002,1,-52,rainy,0.103333063,0.097631465,1,5,TRUE,1,1
21-01-2023 01:08,D003,refrigerator,living_room,74,0.767652993,1,24.6006039,19.99724879,73,4,1,1,U004,0,-24,rainy,0.192870366,0.02906767,1,5,TRUE,1,1
21-01-2023 01:09,D004,oven,kitchen,53,0.661860138,1,24.92038057,18.99254841,66,9,1,1,U004,0,-79,clear,0.101289819,0.037103709,1,5,TRUE,1,1
21-01-2023 01:10,D002,light,bedroom,51,0.551110377,1,20.52930553,10.29044272,76,96,1,1,U003,1,-27,cloudy,0.187266661,0.048888703,1,5,TRUE,1,1
21-01-2023 01:11,D001,coffee_maker,living_room,130,0.168568915,0,19.62264554,11.8093349,39,73,0,1,U005,1,-88,clear,0.101708369,0.059559459,1,5,TRUE,1,1
21-01-2023 01:12,D001,coffee_maker,living_room,118,0.543034591,1,18.58027494,15.61297908,66,61,1,1,U003,1,-24,clear,0.108093225,0.037578878,1,5,TRUE,1,1
21-01-2023 01:13,D002,oven,bathroom,128,0.844314463,1,23.96437103,12.04681896,75,45,0,1,U005,0,-42,clear,0.184031504,0.023886299,1,5,TRUE,1,1
21-01-2023 01:14,D001,coffee_maker,bedroom,98,0.629099076,1,19.9400682,12.16086055,49,23,1,0,U005,1,-33,cloudy,0.134974997,0.020221198,1,5,TRUE,1,1
21-01-2023 01:15,D003,light,bathroom,92,0.283744677,0,23.63533867,12.5594328,57,69,0,0,U004,0,-37,rainy,0.11599411,0.057598513,1,5,TRUE,1,1
21-01-2023 01:16,D004,refrigerator,living_room,142,0.764800947,0,20.24589545,13.24422189,35,56,1,0,U005,1,-44,cloudy,0.14332129,0.065037937,1,5,TRUE,1,1
21-01-2023 01:17,D001,light,bedroom,16,0.122181303,1,21.20560171,17.95446143,42,35,1,1,U005,0,-10,rainy,0.146182353,0.090324597,1,5,TRUE,1,1
21-01-2023 01:18,D004,refrigerator,bathroom,139,0.477533126,0,23.00995241,15.83492031,31,77,0,0,U002,1,-51,clear,0.122274409,0.070214289,1,5,TRUE,1,1
21-01-2023 01:19,D003,coffee_maker,living_room,2,0.44350817,1,23.57576033,16.85579594,62,53,1,0,U005,0,-72,clear,0.117114433,0.047036861,1,5,TRUE,1,1
21-01-2023 01:20,D002,oven,bathroom,130,0.484265163,1,22.48611793,10.28875788,73,55,0,0,U005,1,-82,clear,0.156245116,0.028203925,1,5,TRUE,1,1
21-01-2023 01:21,D002,oven,living_room,143,0.422529925,0,23.49043553,10.87492624,74,60,0,1,U003,0,-99,rainy,0.186715695,0.065485668,1,5,TRUE,1,1
21-01-2023 01:22,D003,light,bathroom,15,0.466666628,1,20.18506045,17.51361765,39,68,0,1,U005,1,-20,rainy,0.107522893,0.088976581,1,5,TRUE,1,1
21-01-2023 01:23,D001,coffee_maker,kitchen,45,0.844067538,0,19.58978473,16.72627766,67,82,0,1,U005,0,-37,cloudy,0.189508652,0.059225634,1,5,TRUE,1,1
21-01-2023 01:24,D001,refrigerator,bedroom,78,0.975947397,1,22.06334483,14.38886769,33,66,0,0,U001,0,-23,cloudy,0.19309233,0.009347073,1,5,TRUE,1,1
21-01-2023 01:25,D003,refrigerator,living_room,60,0.254700927,1,20.86028512,15.26376499,77,30,0,1,U002,1,-77,clear,0.114141637,0.039300087,1,5,TRUE,1,1
21-01-2023 01:26,D001,oven,living_room,134,0.74892336,0,23.97432452,13.85609186,78,33,1,1,U004,0,-8,rainy,0.101273998,0.025828235,1,5,TRUE,1,1
21-01-2023 01:27,D003,coffee_maker,living_room,18,0.489072203,0,20.63442437,19.97140248,49,26,0,1,U004,1,-50,rainy,0.181061509,0.099272738,1,5,TRUE,1,1
